engine,target,observed,predicted_observed,training_supported,common_observed,fold
p3_rolling_native,penalty_goals,690,690,True,690,six_nations_2023
p3_weighted_native,penalty_goals,690,690,True,690,six_nations_2023
p3_robust_native,penalty_goals,690,690,True,690,six_nations_2023
empirical_event,missed_penalty_goals,690,690,True,690,six_nations_2023
p3_rolling_native,missed_penalty_goals,690,690,True,690,six_nations_2023
p3_weighted_native,missed_penalty_goals,690,690,True,690,six_nations_2023
p3_robust_native,missed_penalty_goals,690,690,True,690,six_nations_2023
empirical_event,drop_goals_converted,690,690,True,690,six_nations_2023
p3_rolling_native,drop_goals_converted,690,690,True,690,six_nations_2023
p3_weighted_native,drop_goals_converted,690,690,True,690,six_nations_2023
p3_robust_native,drop_goals_converted,690,690,True,690,six_nations_2023
empirical_event,drop_goal_missed,690,690,True,690,six_nations_2023
p3_rolling_native,drop_goal_missed,690,690,True,690,six_nations_2023
p3_weighted_native,drop_goal_missed,690,690,True,690,six_nations_2023
p3_robust_native,drop_goal_missed,690,690,True,690,six_nations_2023
empirical_event,defenders_beaten,690,690,True,690,six_nations_2023
p3_rolling_native,defenders_beaten,690,690,True,690,six_nations_2023
p3_weighted_native,defenders_beaten,690,690,True,690,six_nations_2023
p3_robust_native,defenders_beaten,690,690,True,690,six_nations_2023
empirical_event,clean_breaks,690,690,True,690,six_nations_2023
p3_rolling_native,clean_breaks,690,690,True,690,six_nations_2023
p3_weighted_native,clean_breaks,690,690,True,690,six_nations_2023
p3_robust_native,clean_breaks,690,690,True,690,six_nations_2023
empirical_event,offload,690,690,True,690,six_nations_2023
p3_rolling_native,offload,690,690,True,690,six_nations_2023
p3_weighted_native,offload,690,690,True,690,six_nations_2023
p3_robust_native,offload,690,690,True,690,six_nations_2023
empirical_event,runs,690,690,True,690,six_nations_2023
p3_rolling_native,runs,690,690,True,690,six_nations_2023
p3_weighted_native,runs,690,690,True,690,six_nations_2023
p3_robust_native,runs,690,690,True,690,six_nations_2023
empirical_event,tackles,690,690,True,690,six_nations_2023
p3_rolling_native,tackles,690,690,True,690,six_nations_2023
p3_weighted_native,tackles,690,690,True,690,six_nations_2023
p3_robust_native,tackles,690,690,True,690,six_nations_2023
empirical_event,missed_tackles,690,690,True,690,six_nations_2023
p3_rolling_native,missed_tackles,690,690,True,690,six_nations_2023
p3_weighted_native,missed_tackles,690,690,True,690,six_nations_2023
p3_robust_native,missed_tackles,690,690,True,690,six_nations_2023
empirical_event,rucks_won,690,690,True,690,six_nations_2023
p3_rolling_native,rucks_won,690,690,True,690,six_nations_2023
p3_weighted_native,rucks_won,690,690,True,690,six_nations_2023
p3_robust_native,rucks_won,690,690,True,690,six_nations_2023
empirical_event,rucks_lost,690,690,True,690,six_nations_2023
p3_rolling_native,rucks_lost,690,690,True,690,six_nations_2023
p3_weighted_native,rucks_lost,690,690,True,690,six_nations_2023
p3_robust_native,rucks_lost,690,690,True,690,six_nations_2023
empirical_event,passes,690,690,True,690,six_nations_2023
p3_rolling_native,passes,690,690,True,690,six_nations_2023
p3_weighted_native,passes,690,690,True,690,six_nations_2023
p3_robust_native,passes,690,690,True,690,six_nations_2023
empirical_event,bad_passes,690,690,True,690,six_nations_2023
p3_rolling_native,bad_passes,690,690,True,690,six_nations_2023
p3_weighted_native,bad_passes,690,690,True,690,six_nations_2023
p3_robust_native,bad_passes,690,690,True,690,six_nations_2023
empirical_event,turnovers_conceded,690,690,True,690,six_nations_2023
p3_rolling_native,turnovers_conceded,690,690,True,690,six_nations_2023
p3_weighted_native,turnovers_conceded,690,690,True,690,six_nations_2023
p3_robust_native,turnovers_conceded,690,690,True,690,six_nations_2023
empirical_event,penalties_conceded,690,690,True,690,six_nations_2023
p3_rolling_native,penalties_conceded,690,690,True,690,six_nations_2023
p3_weighted_native,penalties_conceded,690,690,True,690,six_nations_2023
p3_robust_native,penalties_conceded,690,690,True,690,six_nations_2023
empirical_event,yellow_cards,690,690,True,690,six_nations_2023
p3_rolling_native,yellow_cards,690,690,True,690,six_nations_2023
p3_weighted_native,yellow_cards,690,690,True,690,six_nations_2023
p3_robust_native,yellow_cards,690,690,True,690,six_nations_2023
empirical_event,red_cards,690,690,True,690,six_nations_2023
p3_rolling_native,red_cards,690,690,True,690,six_nations_2023
p3_weighted_native,red_cards,690,690,True,690,six_nations_2023
p3_robust_native,red_cards,690,690,True,690,six_nations_2023
empirical_event,metres,690,690,True,690,six_nations_2023
p3_rolling_native,metres,690,690,True,690,six_nations_2023
p3_weighted_native,metres,690,690,True,690,six_nations_2023
p3_robust_native,metres,690,690,True,690,six_nations_2023
empirical_event,dominant_tackles,690,690,True,690,six_nations_2023
p3_rolling_native,dominant_tackles,690,690,True,690,six_nations_2023
p3_weighted_native,dominant_tackles,690,690,True,690,six_nations_2023
p3_robust_native,dominant_tackles,690,690,True,690,six_nations_2023
empirical_event,tackle_turnover,690,690,True,690,six_nations_2023
p3_rolling_native,tackle_turnover,690,690,True,690,six_nations_2023
p3_weighted_native,tackle_turnover,690,690,True,690,six_nations_2023
p3_robust_native,tackle_turnover,690,690,True,690,six_nations_2023
empirical_event,tackle_try_saver,690,690,True,690,six_nations_2023
p3_rolling_native,tackle_try_saver,690,690,True,690,six_nations_2023
p3_weighted_native,tackle_try_saver,690,690,True,690,six_nations_2023
p3_robust_native,tackle_try_saver,690,690,True,690,six_nations_2023
empirical_event,fifty_22,543,0,False,0,six_nations_2023
p3_rolling_native,fifty_22,543,0,False,0,six_nations_2023
p3_weighted_native,fifty_22,543,0,False,0,six_nations_2023
p3_robust_native,fifty_22,543,0,False,0,six_nations_2023
empirical_event,lineout_steals,543,0,False,0,six_nations_2023
p3_rolling_native,lineout_steals,543,0,False,0,six_nations_2023
p3_weighted_native,lineout_steals,543,0,False,0,six_nations_2023
p3_robust_native,lineout_steals,543,0,False,0,six_nations_2023
empirical_event,scrums_won,0,0,False,0,six_nations_2023
p3_rolling_native,scrums_won,0,0,False,0,six_nations_2023
p3_weighted_native,scrums_won,0,0,False,0,six_nations_2023
p3_robust_native,scrums_won,0,0,False,0,six_nations_2023
empirical_event,kicks_retained,0,0,False,0,six_nations_2023
p3_rolling_native,kicks_retained,0,0,False,0,six_nations_2023
p3_weighted_native,kicks_retained,0,0,False,0,six_nations_2023
p3_robust_native,kicks_retained,0,0,False,0,six_nations_2023
empirical_event,potm,543,0,False,0,six_nations_2023
p3_rolling_native,potm,543,0,False,0,six_nations_2023
p3_weighted_native,potm,543,0,False,0,six_nations_2023
p3_robust_native,potm,543,0,False,0,six_nations_2023
empirical_event,minutes,690,690,True,690,six_nations_2024
p3_rolling_native,minutes,690,690,True,690,six_nations_2024
p3_weighted_native,minutes,690,690,True,690,six_nations_2024
p3_robust_native,minutes,690,690,True,690,six_nations_2024
empirical_event,tries,690,690,True,690,six_nations_2024
p3_rolling_native,tries,690,690,True,690,six_nations_2024
p3_weighted_native,tries,690,690,True,690,six_nations_2024
p3_robust_native,tries,690,690,True,690,six_nations_2024
empirical_event,try_assists,690,690,True,690,six_nations_2024
p3_rolling_native,try_assists,690,690,True,690,six_nations_2024
p3_weighted_native,try_assists,690,690,True,690,six_nations_2024
p3_robust_native,try_assists,690,690,True,690,six_nations_2024
empirical_event,conversion_goals,690,690,True,690,six_nations_2024
p3_rolling_native,conversion_goals,690,690,True,690,six_nations_2024
p3_weighted_native,conversion_goals,690,690,True,690,six_nations_2024
p3_robust_native,conversion_goals,690,690,True,690,six_nations_2024
empirical_event,missed_conversion_goals,690,690,True,690,six_nations_2024
p3_rolling_native,missed_conversion_goals,690,690,True,690,six_nations_2024
p3_weighted_native,missed_conversion_goals,690,690,True,690,six_nations_2024
p3_robust_native,missed_conversion_goals,690,690,True,690,six_nations_2024
empirical_event,penalty_goals,690,690,True,690,six_nations_2024
p3_rolling_native,penalty_goals,690,690,True,690,six_nations_2024
p3_weighted_native,penalty_goals,690,690,True,690,six_nations_2024
p3_robust_native,penalty_goals,690,690,True,690,six_nations_2024
empirical_event,missed_penalty_goals,690,690,True,690,six_nations_2024
p3_rolling_native,missed_penalty_goals,690,690,True,690,six_nations_2024
p3_weighted_native,missed_penalty_goals,690,690,True,690,six_nations_2024
p3_robust_native,missed_penalty_goals,690,690,True,690,six_nations_2024
empirical_event,drop_goals_converted,690,690,True,690,six_nations_2024
p3_rolling_native,drop_goals_converted,690,690,True,690,six_nations_2024
p3_weighted_native,drop_goals_converted,690,690,True,690,six_nations_2024
p3_robust_native,drop_goals_converted,690,690,True,690,six_nations_2024
empirical_event,drop_goal_missed,690,690,True,690,six_nations_2024
p3_rolling_native,drop_goal_missed,690,690,True,690,six_nations_2024
p3_weighted_native,drop_goal_missed,690,690,True,690,six_nations_2024
p3_robust_native,drop_goal_missed,690,690,True,690,six_nations_2024
empirical_event,defenders_beaten,690,690,True,690,six_nations_2024
p3_rolling_native,defenders_beaten,690,690,True,690,six_nations_2024
p3_weighted_native,defenders_beaten,690,690,True,690,six_nations_2024
p3_robust_native,defenders_beaten,690,690,True,690,six_nations_2024
empirical_event,clean_breaks,690,690,True,690,six_nations_2024
p3_rolling_native,clean_breaks,690,690,True,690,six_nations_2024
p3_weighted_native,clean_breaks,690,690,True,690,six_nations_2024
p3_robust_native,clean_breaks,690,690,True,690,six_nations_2024
empirical_event,offload,690,690,True,690,six_nations_2024
p3_rolling_native,offload,690,690,True,690,six_nations_2024
p3_weighted_native,offload,690,690,True,690,six_nations_2024
p3_robust_native,offload,690,690,True,690,six_nations_2024
empirical_event,runs,690,690,True,690,six_nations_2024
p3_rolling_native,runs,690,690,True,690,six_nations_2024
p3_weighted_native,runs,690,690,True,690,six_nations_2024
p3_robust_native,runs,690,690,True,690,six_nations_2024
empirical_event,tackles,690,690,True,690,six_nations_2024
p3_rolling_native,tackles,690,690,True,690,six_nations_2024
p3_weighted_native,tackles,690,690,True,690,six_nations_2024
p3_robust_native,tackles,690,690,True,690,six_nations_2024
empirical_event,missed_tackles,690,690,True,690,six_nations_2024
p3_rolling_native,missed_tackles,690,690,True,690,six_nations_2024
p3_weighted_native,missed_tackles,690,690,True,690,six_nations_2024
p3_robust_native,missed_tackles,690,690,True,690,six_nations_2024
empirical_event,rucks_won,690,690,True,690,six_nations_2024
p3_rolling_native,rucks_won,690,690,True,690,six_nations_2024
p3_weighted_native,rucks_won,690,690,True,690,six_nations_2024
p3_robust_native,rucks_won,690,690,True,690,six_nations_2024
empirical_event,rucks_lost,690,690,True,690,six_nations_2024
p3_rolling_native,rucks_lost,690,690,True,690,six_nations_2024
p3_weighted_native,rucks_lost,690,690,True,690,six_nations_2024
p3_robust_native,rucks_lost,690,690,True,690,six_nations_2024
empirical_event,passes,690,690,True,690,six_nations_2024
p3_rolling_native,passes,690,690,True,690,six_nations_2024
p3_weighted_native,passes,690,690,True,690,six_nations_2024
p3_robust_native,passes,690,690,True,690,six_nations_2024
empirical_event,bad_passes,690,690,True,690,six_nations_2024
p3_rolling_native,bad_passes,690,690,True,690,six_nations_2024
p3_weighted_native,bad_passes,690,690,True,690,six_nations_2024
p3_robust_native,bad_passes,690,690,True,690,six_nations_2024
empirical_event,turnovers_conceded,690,690,True,690,six_nations_2024
p3_rolling_native,turnovers_conceded,690,690,True,690,six_nations_2024
p3_weighted_native,turnovers_conceded,690,690,True,690,six_nations_2024
p3_robust_native,turnovers_conceded,690,690,True,690,six_nations_2024
empirical_event,penalties_conceded,690,690,True,690,six_nations_2024
p3_rolling_native,penalties_conceded,690,690,True,690,six_nations_2024
p3_weighted_native,penalties_conceded,690,690,True,690,six_nations_2024
p3_robust_native,penalties_conceded,690,690,True,690,six_nations_2024
empirical_event,yellow_cards,690,690,True,690,six_nations_2024
p3_rolling_native,yellow_cards,690,690,True,690,six_nations_2024
p3_weighted_native,yellow_cards,690,690,True,690,six_nations_2024
p3_robust_native,yellow_cards,690,690,True,690,six_nations_2024
empirical_event,red_cards,690,690,True,690,six_nations_2024
p3_rolling_native,red_cards,690,690,True,690,six_nations_2024
p3_weighted_native,red_cards,690,690,True,690,six_nations_2024
p3_robust_native,red_cards,690,690,True,690,six_nations_2024
empirical_event,metres,690,690,True,690,six_nations_2024
p3_rolling_native,metres,690,690,True,690,six_nations_2024
p3_weighted_native,metres,690,690,True,690,six_nations_2024
p3_robust_native,metres,690,690,True,690,six_nations_2024
empirical_event,dominant_tackles,690,690,True,690,six_nations_2024
p3_rolling_native,dominant_tackles,690,690,True,690,six_nations_2024
p3_weighted_native,dominant_tackles,690,690,True,690,six_nations_2024
p3_robust_native,dominant_tackles,690,690,True,690,six_nations_2024
empirical_event,tackle_turnover,690,690,True,690,six_nations_2024
p3_rolling_native,tackle_turnover,690,690,True,690,six_nations_2024
p3_weighted_native,tackle_turnover,690,690,True,690,six_nations_2024
p3_robust_native,tackle_turnover,690,690,True,690,six_nations_2024
empirical_event,tackle_try_saver,690,690,True,690,six_nations_2024
p3_rolling_native,tackle_try_saver,690,690,True,690,six_nations_2024
p3_weighted_native,tackle_try_saver,690,690,True,690,six_nations_2024
p3_robust_native,tackle_try_saver,690,690,True,690,six_nations_2024
empirical_event,fifty_22,0,0,True,0,six_nations_2024
p3_rolling_native,fifty_22,0,0,True,0,six_nations_2024
p3_weighted_native,fifty_22,0,0,True,0,six_nations_2024
p3_robust_native,fifty_22,0,0,True,0,six_nations_2024
empirical_event,lineout_steals,0,0,True,0,six_nations_2024
p3_rolling_native,lineout_steals,0,0,True,0,six_nations_2024
p3_weighted_native,lineout_steals,0,0,True,0,six_nations_2024
p3_robust_native,lineout_steals,0,0,True,0,six_nations_2024
empirical_event,scrums_won,0,0,False,0,six_nations_2024
p3_rolling_native,scrums_won,0,0,False,0,six_nations_2024
p3_weighted_native,scrums_won,0,0,False,0,six_nations_2024
p3_robust_native,scrums_won,0,0,False,0,six_nations_2024
empirical_event,kicks_retained,0,0,False,0,six_nations_2024
p3_rolling_native,kicks_retained,0,0,False,0,six_nations_2024
p3_weighted_native,kicks_retained,0,0,False,0,six_nations_2024
p3_robust_native,kicks_retained,0,0,False,0,six_nations_2024
empirical_event,potm,0,0,True,0,six_nations_2024
p3_rolling_native,potm,0,0,True,0,six_nations_2024
p3_weighted_native,potm,0,0,True,0,six_nations_2024
p3_robust_native,potm,0,0,True,0,six_nations_2024
empirical_event,minutes,690,690,True,690,six_nations_2025
p3_rolling_native,minutes,690,690,True,690,six_nations_2025
p3_weighted_native,minutes,690,690,True,690,six_nations_2025
p3_robust_native,minutes,690,690,True,690,six_nations_2025
empirical_event,tries,690,690,True,690,six_nations_2025
p3_rolling_native,tries,690,690,True,690,six_nations_2025
p3_weighted_native,tries,690,690,True,690,six_nations_2025
p3_robust_native,tries,690,690,True,690,six_nations_2025
empirical_event,try_assists,690,690,True,690,six_nations_2025
p3_rolling_native,try_assists,690,690,True,690,six_nations_2025
p3_weighted_native,try_assists,690,690,True,690,six_nations_2025
p3_robust_native,try_assists,690,690,True,690,six_nations_2025
empirical_event,conversion_goals,690,690,True,690,six_nations_2025
p3_rolling_native,conversion_goals,690,690,True,690,six_nations_2025
p3_weighted_native,conversion_goals,690,690,True,690,six_nations_2025
p3_robust_native,conversion_goals,690,690,True,690,six_nations_2025
empirical_event,missed_conversion_goals,690,690,True,690,six_nations_2025
p3_rolling_native,missed_conversion_goals,690,690,True,690,six_nations_2025
p3_weighted_native,missed_conversion_goals,690,690,True,690,six_nations_2025
p3_robust_native,missed_conversion_goals,690,690,True,690,six_nations_2025
empirical_event,penalty_goals,690,690,True,690,six_nations_2025
